Rank,Player,POS,Team,AVG,Expert,Sleeper,ESPN,Yahoo,Underdog,CBS,FFPC
,Jack Colletto,RB529,,1684.0,,2046,,,1322,,
,Jacob Breeland,TE459,,1686.0,,1686,,,,,
,Nolan Henderson,QB257,,1688.0,,1688,,,,,
,Chad Kelly,QB258,,1689.0,,1689,,,,,
,Chad Beebe,WR916,,1691.0,,1691,,,,,
,John Paddock,QB259,,1692.0,,1692,,,,,
,Daniel Helm,TE460,,1693.0,,1693,,,,,
,Marcelias Sutton,RB530,,1694.0,,1694,,,,,
,Sean Ryan,WR917,,1694.5,,2001,,,1388,,
,Derek Watt,RB531,,1696.0,,1696,,,,,
,Joe Webb,QB260,,1697.0,,1697,,,,,
,Noah Rauschenberg,K111,,1699.0,,1699,,,,,
,Benjamin Watson,TE461,,1702.0,,1702,,,,,
,Camden Lewis,K112,,1703.0,,1703,,,,,
,Jalen Wayne,WR918,,1703.0,,1978,,,1428,,
,Jack Sorenson,WR919,,1704.0,,1704,,,,,
,Matt Weiser,TE462,,1706.0,,1706,,,,,
,Tim DeMorat,QB261,,1707.0,,1707,,,,,
,Aldrick Rosas,K113,,1708.0,,1708,,,,,
,Brett Gabbert,QB262,,1709.0,,1709,,,,,
,Damarea Crockett,RB532,,1710.0,,1710,,,,,
,Emmanuel Butler,WR920,,1714.0,,1714,,,,,
,C.J. Worton,WR921,,1718.0,,1718,,,,,
,Sony Michel,RB533,,1719.0,,1719,,,,,
,Clayton Thorson,QB263,NYG,1720.0,,1720,,,,,
,Larry Rose,RB534,,1721.0,,1721,,,,,
,Earnest Edwards,WR922,,1722.0,,1722,,,,,
,Jamie Newman,QB264,,1724.0,,1724,,,,,
,Ontaria Wilson,WR923,,1725.0,,1725,,,,,
,Travis Benjamin,WR924,,1727.0,,1727,,,,,
,Maurice Ffrench,WR925,,1730.0,,1730,,,,,
,Justin Tukes,TE463,,1734.0,,1734,,,,,
,Emeka Emezie,WR926,,1738.0,,1738,,,,,
,John Brown,WR927,,1739.0,,1739,,,,,
,Mason Crosby,K114,,1744.0,,1744,,,,,
,Brett Maher,K115,,1745.0,,1745,,,,,
,Xavier Ubosi,WR928,,1747.0,,1747,,,,,
,Harold Spears,TE464,,1748.0,,1748,,,,,
,Ben Koyack,TE465,,1750.0,,1750,,,,,
,Brandon Shippen,WR929,,1751.0,,1751,,,,,
,Joel Stave,QB265,,1752.0,,1752,,,,,
,Rhett Ellison,TE466,,1753.0,,1753,,,,,
,Taylor Russolino,K116,,1755.0,,1755,,,,,
,Ahmad Wagner,WR930,,1756.0,,1756,,,,,
,Drew Anderson,QB266,,1758.0,,1758,,,,,
,Jarvis Landry,WR931,,1759.5,,2099,,,1420,,
,Kai Forbath,K117,,1762.0,,1762,,,,,
,Willie Snead,WR932,,1762.5,,2125,,,1400,,
,Marcus Peterson,WR933,,1764.0,,1764,,,,,
,JaVonta Payton,WR934,,1765.0,,1765,,,,,
,Matt Fleming,WR935,,1767.0,,1767,,,,,
,Tim Wilson,WR936,,1768.0,,1768,,,,,
,Jalen McCleskey,WR937,,1769.0,,1769,,,,,
,Matt Colburn,RB535,,1770.0,,1770,,,,,
,Travell Harris,WR938,,1771.0,,1771,,,,,
,Aaron Peck,TE467,,1772.0,,1772,,,,,
,Demario Richard,RB536,,1775.0,,1775,,,,,
,Quinn Nordin,K118,,1776.0,,1776,,,,,
,Cole Herdman,TE468,,1780.0,,1780,,,,,
,Leon Johnson,WR939,,1781.0,,1781,,,,,
,Nick Eubanks,TE469,,1782.0,,1782,,,,,
,Austin Appleby,QB267,,1784.0,,1784,,,,,
,Giovani Bernard,RB537,,1785.0,,1785,,,,,
,Jacob Huesman,QB268,,1787.0,,1787,,,,,
,Devwah Whaley,RB538,,1789.0,,1789,,,,,
,Connor Slomka,RB539,,1791.0,,1791,,,,,
,Bisi Johnson,WR940,,1794.0,,1794,,,,,
,Nico Evans,RB540,,1796.0,,1796,,,,,
,Bryce Perkins,QB269,,1798.0,,1798,,,,,
,Jackson Harris,TE470,,1802.0,,1802,,,,,
,Tyler Harrell,WR941,,1803.0,,1803,,,,,
,Brennan Eagles,WR942,,1805.0,,1805,,,,,
,Mike Strachan,WR943,,1811.0,,1811,,,,,
,Bobo Wilson,WR944,,1813.0,,1813,,,,,
,Calvin Jackson,WR945,,1814.0,,1814,,,,,
,John Matocha,QB270,,1815.0,,1815,,,,,
,Jordan Petaia,TE471,,1816.0,,1816,,,,,
,Kyle Markway,TE472,,1817.0,,1817,,,,,
,Todd Gurley,RB541,,1819.0,,1819,,,,,
,Brian Cobbs,WR946,,1820.0,,1820,,,,,
,Ben Bryant,QB271,,1821.0,,1821,,,,,
,Charles Clay,TE473,,1825.0,,1825,,,,,
,Jordan Westerkamp,WR947,,1827.0,,1827,,,,,
,Tanner Knue,WR948,,1830.0,,1830,,,,,
,Michael Herzog,RB542,,1831.0,,1831,,,,,
,Jamal Pettigrew,TE474,,1833.0,,1833,,,,,
,Chris Streveler,QB272,,1835.0,,1835,,,,,
,Kyle Shurmur,QB273,,1836.0,,1836,,,,,
,Case Cookus,QB274,,1837.0,,1837,,,,,
,Jordan Johnson,RB543,,1838.0,,1838,,,,,
,Detrich Clark,WR949,,1840.0,,1840,,,,,
,Jester Weah,WR950,,1841.0,,1841,,,,,
,Tommy Stevens,QB275,NYG,1842.0,,1842,,,,,
,Alex Gray,TE475,,1843.0,,1843,,,,,
,Briley Moore,TE476,,1844.0,,1844,,,,,
,Mitchell Paige,WR951,,1846.0,,1846,,,,,
,John Hurst,WR952,,1849.0,,1849,,,,,
,Vincent Blanchard,K119,,1852.0,,1852,,,,,
,Clayton Hatfield,K120,,1854.0,,1854,,,,,
,Kehinde Oginni Hassan,TE477,,1856.0,,1856,,,,,
,Mark Thompson,RB544,,1857.0,,1857,,,,,
,Ross Scheuerman,RB545,,1858.0,,1858,,,,,
,Tyler Hoppes,TE478,,1859.0,,1859,,,,,
,Malachi Jones,WR953,,1860.0,,1860,,,,,
,DeShone Kizer,QB276,,1861.0,,1861,,,,,
,Jordan Smallwood,WR954,,1865.0,,1865,,,,,
,Andrew Mevis,K121,,1867.0,,1867,,,,,
,Jerome Lane,WR955,,1868.0,,1868,,,,,
,Devontres Dukes,WR956,,1872.0,,1872,,,,,
,Ito Smith,RB546,DAL,1873.0,,1873,,,,,
,Julian Fleming,WR957,,1875.0,,1875,,,,,
,Oscar Cardenas,TE479,,1876.0,,1876,,,,,
,Zion Bowens,WR958,,1878.0,,1878,,,,,
,Jerome Washington,TE480,,1879.0,,1879,,,,,
,Chris Smith,RB547,,1880.0,,1880,,,,,
,Sandro Platzgummer,RB548,,1883.0,,1883,,,,,
,Michael Hiers,QB277,,1887.0,,1887,,,,,
,Romello Brooker,TE481,,1889.0,,1889,,,,,
,Terry Swanson,RB549,,1890.0,,1890,,,,,
,Ryan Fitzpatrick,QB278,,1891.0,,1891,,,,,
,Justin Stockton,RB550,,1892.0,,1892,,,,,
,Bo Scarbrough,RB551,,1896.0,,1896,,,,,
,RJ Mobley,WR959,,1898.0,,1898,,,,,
,Chris Briggs,TE482,,1902.0,,1902,,,,,
,Dominick Wood-Anderson,TE483,,1903.0,,1903,,,,,
,Jon Brown,K122,,1905.0,,1905,,,,,
,Landen Akers,WR960,,1906.0,,1906,,,,,
,Shane Wimann,RB552,,1907.0,,1907,,,,,
,Josh Imatorbhebhe,WR961,,1909.0,,1909,,,,,
,Dedrick Mills,RB553,,1912.0,,1912,,,,,
,Brandon Ross,RB554,,1913.0,,1913,,,,,
,Trevor Moore,K123,,1914.0,,1914,,,,,
,Javon Wims,WR962,,1915.0,,1915,,,,,
,Dorren Miller,WR963,,1917.0,,1917,,,,,
,Valdez Showers,WR964,,1919.0,,1919,,,,,
,C.J. Prosise,RB555,,1920.0,,1920,,,,,
,Josh Gordon,WR965,,1921.0,,1921,,,,,
,Ramon Jefferson,RB556,,1923.0,,1923,,,,,
,Sam Cotton,TE484,,1924.0,,1924,,,,,
,Tre Harbison,RB557,,1925.0,,1925,,,,,
,Josh Lambo,K124,,1927.0,,1927,,,,,
,Zach Ojile,RB558,,1930.0,,1930,,,,,
,Jamarius Way,WR966,,1931.0,,1931,,,,,
,Mike Glennon,QB279,,1934.0,,1934,,,,,
,Caleb Repp,TE485,,1935.0,,1935,,,,,
,Joseph Scates,WR967,,1937.0,,1937,,,,,
,Kenny Bell,WR968,,1939.0,,1939,,,,,
,JJ Molson,K125,,1943.0,,1943,,,,,
,Kyle Sheets,WR969,,1944.0,,1944,,,,,
,Seth Dawkins,WR970,,1945.0,,1945,,,,,
,Daniel Jackson,WR971,,1949.0,,1949,,,,,
,Kerrith Whyte,RB559,GB,1953.0,,1953,,,,,
,Austin Ramesh,RB560,,1954.0,,1954,,,,,
,John Lovett,RB561,,1956.0,,1956,,,,,
,Valentine Holmes,RB562,,1957.0,,1957,,,,,
,Robert Burns,RB563,CHI,1961.0,,1961,,,,,
,Chris Brown,WR972,,1964.0,,1964,,,,,
,Eli Stove,WR973,,1965.0,,1965,,,,,
,Kekoa Crawford,WR974,,1966.0,,1966,,,,,
,T.J. Simmons,WR975,,1968.0,,1968,,,,,
,Devonta Freeman,RB564,,1969.0,,1969,,,,,
,Lee Ward,RB565,,1972.0,,1972,,,,,
,Austin Wolf,WR976,,1976.0,,1976,,,,,
,Trevon Grimes,WR977,,1980.0,,1980,,,,,
,Kamryn Pettway,RB566,,1982.0,,1982,,,,,
,Vyncint Smith,WR978,,1983.0,,1983,,,,,
,Tyre Brady,WR979,,1985.0,,1985,,,,,
,Adrian Killins,RB567,DEN,1987.0,,1987,,,,,
,A.J. Green,WR980,,1989.0,,1989,,,,,
,Jordan Ta'amu,QB280,,1994.0,,1994,,,,,
,Logan Stokes,TE486,,1995.0,,1995,,,,,
,Steven Stilianos,TE487,,1996.0,,1996,,,,,
,Devin Funchess,TE488,,1998.0,,1998,,,,,
,Auden Tate,WR981,,1999.0,,1999,,,,,
,Josh Harper,WR982,,2002.0,,2002,,,,,
,Justin Rohrwasser,K126,,2003.0,,2003,,,,,
,Mike Weber,RB568,,2004.0,,2004,,,,,
,Terrell Newby,RB569,,2005.0,,2005,,,,,
,Vincent Testaverde,QB281,,2006.0,,2006,,,,,
,Broc Rutter,QB282,,2007.0,,2007,,,,,
,T.J. Linta,QB283,,2009.0,,2009,,,,,
,Antoine Wesley,WR983,,2011.0,,2011,,,,,
,Connor Jessop,QB284,,2012.0,,2012,,,,,
,Andrew Bonnet,RB570,,2014.0,,2014,,,,,
,Kennedy Brooks,RB571,,2015.0,,2015,,,,,
,Mikey Daniel,RB572,,2016.0,,2016,,,,,
,Sone Ntoh,RB573,,2017.0,,2017,,,,,
,Spencer Ware,RB574,,2018.0,,2018,,,,,
,Mark Chapman,WR984,,2021.0,,2021,,,,,
,Reggie Brown,WR985,,2022.0,,2022,,,,,
,James Turner,K127,,2023.0,,2023,,,,,
,Taulia Tagovailoa,QB285,,2025.0,,2025,,,,,
,Chase Daniel,QB286,,2026.0,,2026,,,,,
,Mike DiLiello,QB287,,2027.0,,2027,,,,,
,James Franklin,QB288,,2028.0,,2028,,,,,
,Luke Falk,QB289,,2030.0,,2030,,,,,
,Chad Henne,QB290,,2032.0,,2032,,,,,
,Rodney Smith,RB575,,2033.0,,2033,,,,,
,Jerreth Sterns,WR986,,2035.0,,2035,,,,,
,Roman Hemby,RB576,LV,2036.0,,2036,,,,,
,Germone Hopper,WR987,,2038.0,,2038,,,,,
,Connor Neighbors,RB577,,2039.0,,2039,,,,,
,Connor Wedington,WR988,,2040.0,,2040,,,,,
,Devon Johnson,RB578,,2045.0,,2045,,,,,
,Shane Leatherbury,WR989,,2047.0,,2047,,,,,
,Josh Love,QB291,,2050.0,,2050,,,,,
,Deontez Alexander,WR990,,2052.0,,2052,,,,,
,Jose Barbon,WR991,,2054.0,,2054,,,,,
,Tyrell Williams,WR992,,2056.0,,2056,,,,,
,Danny Etling,QB292,,2057.0,,2057,,,,,
,Ventell Bryant,WR993,,2060.0,,2060,,,,,
,Derek Carrier,TE489,,2067.0,,2067,,,,,
,Jalen Williams,WR994,,2070.0,,2070,,,,,
,Trey Wolff,K128,,2071.0,,2071,,,,,
,Wilton Speight,QB293,,2072.0,,2072,,,,,
,Chase Harrell,TE490,,2073.0,,2073,,,,,
,Armanti Foreman,WR995,,2076.0,,2076,,,,,
,Bryan Bennett,QB294,,2077.0,,2077,,,,,
,Colton Theaker,K129,,2078.0,,2078,,,,,
,Darius Jennings,WR996,,2080.0,,2080,,,,,
,Tanner Morgan,QB295,,2083.0,,2083,,,,,
,Mike Johnson,WR997,,2087.0,,2087,,,,,
,Kalif Jackson,TE491,MIA,2089.0,,2089,,,,,
,Damore'ea Stringfellow,WR998,,2090.0,,2090,,,,,
,Gabe Brkic,K130,,2091.0,,2091,,,,,
,DaeSean Hamilton,WR999,,2094.0,,2094,,,,,
,Travis Dye,RB579,,2098.0,,2098,,,,,
,Dan Arnold,TE492,,2100.0,,2100,,,,,
,Golden Tate,WR1000,,2101.0,,2101,,,,,
,Joshua Lingenfelter,TE493,,2102.0,,2102,,,,,
,Kyle Lauletta,QB296,,2103.0,,2103,,,,,
,John Raine,TE494,,2106.0,,2106,,,,,
,Josiah Price,TE495,,2107.0,,2107,,,,,
,Lachlan Pitts,TE496,,2108.0,,2108,,,,,
,Steven Montez,QB297,,2111.0,,2111,,,,,
,Geronimo Allison,WR1001,,2114.0,,2114,,,,,
,Raphael Leonard,WR1002,,2115.0,,2115,,,,,
,Ryan Nall,RB580,,2116.0,,2116,,,,,
,Steven Scheu,TE497,,2120.0,,2120,,,,,
,Nakia Griffin-Stewart,TE498,,2124.0,,2124,,,,,
,J.J. Jones,WR1003,,2126.0,,2126,,,,,
,Joe Bacci,RB581,,2127.0,,2127,,,,,
,Marquez Clark,WR1004,,2128.0,,2128,,,,,
,Brian Riley,WR1005,,2130.0,,2130,,,,,
,Nick Vogel,K131,,2133.0,,2133,,,,,
,Jake Heaps,QB298,,2134.0,,2134,,,,,
,Ted Ginn,WR1006,,2135.0,,2135,,,,,
,Jordan Hudson,WR1007,DAL,2136.0,,2136,,,,,
,Roosevelt Nix,RB582,,2137.0,,2137,,,,,
,Anthony Mahoungou,WR1008,,2139.0,,2139,,,,,
,Damien Caffrey,TE499,,2140.0,,2140,,,,,
,Alex Kessman,K132,CAR,2141.0,,2141,,,,,
,J.J. Koski,WR1009,,2144.0,,2144,,,,,
,Kawaan Baker,WR1010,,2145.0,,2145,,,,,
,J.T. Barrett,QB299,,2149.0,,2149,,,,,
,C.J. Anderson,RB583,,2151.0,,2151,,,,,
,Bucky Hodges,TE500,,2153.0,,2153,,,,,
,Devon Bell,K133,,2154.0,,2154,,,,,
,Floyd Allen,WR1011,,2155.0,,2155,,,,,
,Tevin Coleman,RB584,,2158.0,,2158,,,,,
,DeSean Jackson,WR1012,,2160.0,,2160,,,,,
,Micky Crum,TE501,,2161.0,,2161,,,,,
,Emmanuel Sanders,WR1013,,2163.0,,2163,,,,,
,Roland Rivers,QB300,,2164.0,,2164,,,,,
,Damoun Patterson,WR1014,,2165.0,,2165,,,,,
,Jerry Lovelocke,QB301,,2167.0,,2167,,,,,
,Mohamed Sanu,WR1015,,2169.0,,2169,,,,,
,Dakereon Joyner,WR1016,,2171.0,,2171,,,,,
,Garrett Scantling,WR1017,ATL,2172.0,,2172,,,,,
,Kenny Cook,WR1018,,2174.0,,2174,,,,,
,Praise Olatoke,WR1019,,2177.0,,2177,,,,,
,Tyler Ervin,RB585,,2178.0,,2178,,,,,
,Tyler Ferguson,QB302,,2179.0,,2179,,,,,
,Zach Zenner,RB586,,2180.0,,2180,,,,,
,Chad Williams,WR1020,,2181.0,,2181,,,,,
,Sefo Liufau,QB303,,2185.0,,2185,,,,,
,Stephen Hauschka,K134,,2189.0,,2189,,,,,
,Tyler McCloskey,RB587,,2190.0,,2190,,,,,
,Zach Olstad,RB588,,2193.0,,2193,,,,,
,Valentino Ambrosio,K135,,2195.0,,2195,,,,,
,Kelvin McKnight,WR1021,,2196.0,,2196,,,,,
,Kinkead Dent,QB304,,2197.0,,2197,,,,,
,CJ Marable,RB589,,2202.0,,2202,,,,,
,Darren Carrington,WR1022,,2205.0,,2205,,,,,
,Lamar Miller,RB590,,2206.0,,2206,,,,,
,Matt Bryant,K136,,2207.0,,2207,,,,,
,Jake Burt,TE502,,2209.0,,2209,,,,,
,Justin Manton,K137,,2210.0,,2210,,,,,
,Noah Gindorff,TE503,,2212.0,,2212,,,,,
,Darius Davis,WR1023,,2216.0,,2216,,,,,
,Josh Hammond,WR1024,,2218.0,,2218,,,,,
,Zach Terrell,QB305,BAL,2220.0,,2220,,,,,
,Seth Green,TE504,,2225.0,,2225,,,,,
,Jahwan Edwards,RB591,,2226.0,,2226,,,,,
,Pokey Wilson,WR1025,,2228.0,,2228,,,,,
,Bart Houston,QB306,,2229.0,,2229,,,,,
